ID_NOMINA,ID_FUNCIONARIO,HORAS_ORDINARIAS,HORAS_EXTRAS,VALOR_HORAS_EXTRAS,VALOR_HORAS_ORDINARIAS
9,6086,96,3,5300,3658
9,6087,96,6,5300,3658
9,6088,96,1,5300,3658
9,6089,96,6,5300,3658
9,6090,96,1,5300,3658
9,6091,96,1,5300,3658
9,6092,96,11,5300,3658
9,6093,96,12,5300,3658
9,6094,96,10,5300,3658
9,6095,96,8,5300,3658
9,6096,96,4,5300,3658
9,6097,96,5,5300,3658
9,6098,96,12,5300,3658
9,6099,96,2,5300,3658
9,6100,96,12,5300,3658
9,6101,96,6,5300,3658
9,6102,96,0,5300,3658
9,6103,96,11,5300,3658
9,6104,96,9,5300,3658
9,6105,96,11,5300,3658
9,6106,96,7,5300,3658
9,6107,96,7,5300,3658
9,6108,96,2,5300,3658
9,6109,96,8,5300,3658
9,6110,96,1,5300,3658
9,6111,96,12,5300,3658
9,6112,96,7,5300,3658
9,6113,96,0,5300,3658
9,6114,96,11,5300,3658
9,6115,96,12,5300,3658
9,6116,96,6,5300,3658
9,6117,96,0,5300,3658
9,6118,96,5,5300,3658
9,6119,96,7,5300,3658
9,6120,96,2,5300,3658
9,6121,96,4,5300,3658
9,6122,96,8,5300,3658
9,6123,96,5,5300,3658
9,6124,96,0,5300,3658
9,6125,96,5,5300,3658
9,6126,96,4,5300,3658
9,6127,96,10,5300,3658
9,6128,96,0,5300,3658
9,6129,96,12,5300,3658
9,6130,96,10,5300,3658
9,6131,96,4,5300,3658
9,6132,96,7,5300,3658
9,6133,96,10,5300,3658
9,6134,96,0,5300,3658
9,6135,96,12,5300,3658
9,6136,96,9,5300,3658
9,6137,96,3,5300,3658
9,6138,96,2,5300,3658
9,6139,96,11,5300,3658
9,6140,96,2,5300,3658
9,6141,96,11,5300,3658
9,6142,96,5,5300,3658
9,6143,96,3,5300,3658
9,6144,96,0,5300,3658
9,6145,96,10,5300,3658
9,6146,96,4,5300,3658
9,6147,96,4,5300,3658
9,6148,96,0,5300,3658
9,6149,96,0,5300,3658
9,6150,96,2,5300,3658
9,6151,96,2,5300,3658
9,6152,96,2,5300,3658
9,6153,96,7,5300,3658
9,6154,96,4,5300,3658
9,6155,96,12,5300,3658
9,6156,96,5,5300,3658
9,6157,96,3,5300,3658
9,6158,96,1,5300,3658
9,6159,96,7,5300,3658
9,6160,96,10,5300,3658
9,6161,96,1,5300,3658
9,6162,96,8,5300,3658
9,6163,96,1,5300,3658
9,6164,96,9,5300,3658
9,6165,96,10,5300,3658
9,6166,96,6,5300,3658
9,6167,96,4,5300,3658
9,6168,96,6,5300,3658
9,6169,96,4,5300,3658
9,6170,96,7,5300,3658
9,6171,96,8,5300,3658
9,6172,96,9,5300,3658
9,6173,96,2,5300,3658
9,6174,96,8,5300,3658
9,6175,96,8,5300,3658
9,6176,96,6,5300,3658
9,6177,96,8,5300,3658
9,6178,96,1,5300,3658
9,6179,96,7,5300,3658
9,6180,96,12,5300,3658
9,6181,96,12,5300,3658
9,6182,96,6,5300,3658
9,6183,96,10,5300,3658
9,6184,96,11,5300,3658
9,6185,96,1,5300,3658
9,6186,96,1,5300,3658
9,6187,96,1,5300,3658
9,6188,96,12,5300,3658
9,6189,96,12,5300,3658
9,6190,96,0,5300,3658
9,6191,96,0,5300,3658
9,6192,96,3,5300,3658
9,6193,96,5,5300,3658
9,6194,96,6,5300,3658
9,6195,96,4,5300,3658
9,6196,96,11,5300,3658
9,6197,96,5,5300,3658
9,6198,96,7,5300,3658
9,6199,96,8,5300,3658
9,6200,96,7,5300,3658
9,6201,96,5,5300,3658
9,6202,96,0,5300,3658
9,6203,96,2,5300,3658
9,6204,96,6,5300,3658
9,6205,96,4,5300,3658
9,6206,96,7,5300,3658
9,6207,96,5,5300,3658
9,6208,96,0,5300,3658
9,6209,96,12,5300,3658
9,6210,96,12,5300,3658
9,6211,96,5,5300,3658
9,6212,96,4,5300,3658
9,6213,96,1,5300,3658
9,6214,96,11,5300,3658
9,6215,96,10,5300,3658
9,6216,96,2,5300,3658
9,6217,96,3,5300,3658
9,6218,96,12,5300,3658
9,6219,96,11,5300,3658
9,6220,96,3,5300,3658
9,6221,96,10,5300,3658
9,6222,96,2,5300,3658
9,6223,96,9,5300,3658
9,6224,96,0,5300,3658
9,6225,96,3,5300,3658
9,6226,96,12,5300,3658
9,6227,96,10,5300,3658
9,6228,96,8,5300,3658
9,6229,96,6,5300,3658
9,6230,96,5,5300,3658
9,6231,96,5,5300,3658
9,6232,96,4,5300,3658
9,6233,96,4,5300,3658
9,6234,96,4,5300,3658
9,6235,96,11,5300,3658
9,6236,96,5,5300,3658
9,6237,96,6,5300,3658
9,6238,96,5,5300,3658
9,6239,96,12,5300,3658
9,6240,96,0,5300,3658
9,6241,96,4,5300,3658
9,6242,96,11,5300,3658
9,6243,96,2,5300,3658
9,6244,96,9,5300,3658
9,6245,96,6,5300,3658
9,6246,96,7,5300,3658
9,6247,96,7,5300,3658
9,6248,96,6,5300,3658
9,6249,96,9,5300,3658
9,6250,96,12,5300,3658
9,6251,96,10,5300,3658
9,6252,96,2,5300,3658
9,6253,96,8,5300,3658
9,6254,96,0,5300,3658
9,6255,96,9,5300,3658
9,6256,96,11,5300,3658
9,6257,96,9,5300,3658
9,6258,96,1,5300,3658
9,6259,96,6,5300,3658
9,6260,96,2,5300,3658
9,6261,96,9,5300,3658
9,6262,96,3,5300,3658
9,6263,96,0,5300,3658
9,6264,96,4,5300,3658
9,6265,96,6,5300,3658
9,6266,96,8,5300,3658
9,6267,96,0,5300,3658
9,6268,96,4,5300,3658
9,6269,96,2,5300,3658
9,6270,96,12,5300,3658
9,6271,96,3,5300,3658
9,6272,96,3,5300,3658
9,6273,96,9,5300,3658
9,6274,96,9,5300,3658
9,6275,96,1,5300,3658
9,6276,96,5,5300,3658
9,6277,96,6,5300,3658
9,6278,96,11,5300,3658
9,6279,96,10,5300,3658
9,6280,96,6,5300,3658
9,6281,96,6,5300,3658
9,6282,96,5,5300,3658
9,6283,96,8,5300,3658
9,6284,96,11,5300,3658
9,6285,96,7,5300,3658
9,6286,96,6,5300,3658
9,6287,96,12,5300,3658
9,6288,96,5,5300,3658
9,6289,96,0,5300,3658
9,6290,96,11,5300,3658
9,6291,96,11,5300,3658
9,6292,96,11,5300,3658
9,6293,96,12,5300,3658
9,6294,96,5,5300,3658
9,6295,96,4,5300,3658
9,6296,96,0,5300,3658
9,6297,96,4,5300,3658
9,6298,96,8,5300,3658
9,6299,96,7,5300,3658
9,6300,96,8,5300,3658
9,6301,96,4,5300,3658
9,6302,96,11,5300,3658
9,6303,96,3,5300,3658
9,6304,96,12,5300,3658
9,6305,96,3,5300,3658
9,6306,96,3,5300,3658
9,6307,96,9,5300,3658
9,6308,96,9,5300,3658
9,6309,96,12,5300,3658
9,6310,96,8,5300,3658
9,6311,96,7,5300,3658
9,6312,96,1,5300,3658
9,6313,96,6,5300,3658
9,6314,96,5,5300,3658
9,6315,96,8,5300,3658
9,6316,96,7,5300,3658
9,6317,96,6,5300,3658
9,6318,96,6,5300,3658
9,6319,96,5,5300,3658
9,6320,96,2,5300,3658
9,6321,96,5,5300,3658
9,6322,96,1,5300,3658
9,6323,96,1,5300,3658
9,6324,96,7,5300,3658
9,6325,96,12,5300,3658
9,6326,96,6,5300,3658
9,6327,96,7,5300,3658
9,6328,96,5,5300,3658
9,6329,96,1,5300,3658
9,6330,96,8,5300,3658
9,6331,96,6,5300,3658
9,6332,96,0,5300,3658
9,6333,96,1,5300,3658
9,6334,96,6,5300,3658
9,6335,96,8,5300,3658
9,6336,96,9,5300,3658
9,6337,96,12,5300,3658
9,6338,96,2,5300,3658
9,6339,96,6,5300,3658
9,6340,96,7,5300,3658
9,6341,96,10,5300,3658
9,6342,96,6,5300,3658
9,6343,96,11,5300,3658
9,6344,96,0,5300,3658
9,6345,96,5,5300,3658
9,6346,96,4,5300,3658
9,6347,96,10,5300,3658
9,6348,96,9,5300,3658
9,6349,96,12,5300,3658
9,6350,96,8,5300,3658
9,6351,96,2,5300,3658
9,6352,96,5,5300,3658
9,6353,96,3,5300,3658
9,6354,96,2,5300,3658
9,6355,96,2,5300,3658
9,6356,96,11,5300,3658
9,6357,96,0,5300,3658
9,6358,96,4,5300,3658
9,6359,96,1,5300,3658
9,6360,96,12,5300,3658
9,6361,96,9,5300,3658
9,6362,96,3,5300,3658
9,6363,96,7,5300,3658
9,6364,96,1,5300,3658
9,6365,96,3,5300,3658
9,6366,96,4,5300,3658
9,6367,96,7,5300,3658
9,6368,96,9,5300,3658
9,6369,96,6,5300,3658
9,6370,96,6,5300,3658
9,6371,96,5,5300,3658
9,6372,96,6,5300,3658
9,6373,96,0,5300,3658
9,6374,96,6,5300,3658
9,6375,96,2,5300,3658
9,6376,96,3,5300,3658
9,6377,96,1,5300,3658
9,6378,96,10,5300,3658
9,6379,96,11,5300,3658
9,6380,96,2,5300,3658
9,6381,96,5,5300,3658
9,6382,96,8,5300,3658
9,6383,96,2,5300,3658
9,6384,96,10,5300,3658
9,6385,96,2,5300,3658
9,6386,96,10,5300,3658
9,6387,96,2,5300,3658
9,6388,96,3,5300,3658
9,6389,96,4,5300,3658
9,6390,96,9,5300,3658
9,6391,96,4,5300,3658
9,6392,96,4,5300,3658
9,6393,96,4,5300,3658
9,6394,96,4,5300,3658
9,6395,96,4,5300,3658
9,6396,96,4,5300,3658
9,6397,96,6,5300,3658
9,6398,96,1,5300,3658
9,6399,96,2,5300,3658
9,6400,96,7,5300,3658
9,6401,96,9,5300,3658
9,6402,96,4,5300,3658
9,6403,96,2,5300,3658
9,6404,96,11,5300,3658
9,6405,96,4,5300,3658
9,6406,96,6,5300,3658
9,6407,96,12,5300,3658
9,6408,96,10,5300,3658
9,6409,96,10,5300,3658
9,6410,96,0,5300,3658
9,6411,96,8,5300,3658
9,6412,96,2,5300,3658
9,6413,96,7,5300,3658
9,6414,96,6,5300,3658
9,6415,96,10,5300,3658
9,6416,96,12,5300,3658
9,6417,96,4,5300,3658
9,6418,96,1,5300,3658
9,6419,96,2,5300,3658
9,6420,96,12,5300,3658
9,6421,96,7,5300,3658
9,6422,96,10,5300,3658
9,6423,96,3,5300,3658
9,6424,96,6,5300,3658
9,6425,96,4,5300,3658
9,6426,96,7,5300,3658
9,6427,96,10,5300,3658
9,6428,96,1,5300,3658
9,6429,96,12,5300,3658
9,6430,96,9,5300,3658
9,6431,96,5,5300,3658
9,6432,96,9,5300,3658
9,6433,96,3,5300,3658
9,6434,96,1,5300,3658
9,6435,96,11,5300,3658
9,6436,96,9,5300,3658
9,6437,96,10,5300,3658
9,6438,96,1,5300,3658
9,6439,96,12,5300,3658
9,6440,96,2,5300,3658
9,6441,96,12,5300,3658
9,6442,96,7,5300,3658
9,6443,96,11,5300,3658
9,6444,96,3,5300,3658
9,6445,96,8,5300,3658
9,6446,96,4,5300,3658
9,6447,96,12,5300,3658
9,6448,96,7,5300,3658
9,6449,96,6,5300,3658
9,6450,96,12,5300,3658
9,6451,96,9,5300,3658
9,6452,96,11,5300,3658
9,6453,96,0,5300,3658
9,6454,96,1,5300,3658
9,6455,96,3,5300,3658
9,6456,96,4,5300,3658
9,6457,96,8,5300,3658
9,6458,96,5,5300,3658
9,6459,96,8,5300,3658
9,6460,96,8,5300,3658
9,6461,96,2,5300,3658
9,6462,96,8,5300,3658
9,6463,96,2,5300,3658
9,6464,96,4,5300,3658
9,6465,96,6,5300,3658
9,6466,96,0,5300,3658
9,6467,96,10,5300,3658
9,6468,96,5,5300,3658
9,6469,96,1,5300,3658
9,6470,96,1,5300,3658
9,6471,96,8,5300,3658
9,6472,96,10,5300,3658
9,6473,96,4,5300,3658
9,6474,96,6,5300,3658
9,6475,96,2,5300,3658
9,6476,96,9,5300,3658
9,6477,96,5,5300,3658
9,6478,96,0,5300,3658
9,6479,96,3,5300,3658
9,6480,96,9,5300,3658
9,6481,96,10,5300,3658
9,6482,96,6,5300,3658
9,6483,96,4,5300,3658
9,6484,96,9,5300,3658
9,6485,96,7,5300,3658
9,6486,96,10,5300,3658
9,6487,96,2,5300,3658
9,6488,96,9,5300,3658
9,6489,96,9,5300,3658
9,6490,96,7,5300,3658
9,6491,96,12,5300,3658
9,6492,96,5,5300,3658
9,6493,96,7,5300,3658
9,6494,96,2,5300,3658
9,6495,96,2,5300,3658
9,6496,96,2,5300,3658
9,6497,96,1,5300,3658
9,6498,96,7,5300,3658
9,6499,96,11,5300,3658
9,6500,96,0,5300,3658
9,6501,96,10,5300,3658
9,6502,96,10,5300,3658
9,6503,96,8,5300,3658
9,6504,96,5,5300,3658
9,6505,96,6,5300,3658
9,6506,96,9,5300,3658
9,6507,96,9,5300,3658
9,6508,96,0,5300,3658
9,6509,96,4,5300,3658
9,6510,96,1,5300,3658
9,6511,96,6,5300,3658
9,6512,96,1,5300,3658
9,6513,96,3,5300,3658
9,6514,96,10,5300,3658
9,6515,96,9,5300,3658
9,6516,96,4,5300,3658
9,6517,96,0,5300,3658
9,6518,96,5,5300,3658
9,6519,96,10,5300,3658
9,6520,96,12,5300,3658
9,6521,96,10,5300,3658
9,6522,96,8,5300,3658
9,6523,96,5,5300,3658
9,6524,96,1,5300,3658
9,6525,96,6,5300,3658
9,6526,96,2,5300,3658
9,6527,96,6,5300,3658
9,6528,96,8,5300,3658
9,6529,96,9,5300,3658
9,6530,96,6,5300,3658
9,6531,96,4,5300,3658
9,6532,96,12,5300,3658
9,6533,96,10,5300,3658
9,6534,96,7,5300,3658
9,6535,96,3,5300,3658
9,6536,96,8,5300,3658
9,6537,96,8,5300,3658
9,6538,96,9,5300,3658
9,6539,96,6,5300,3658
9,6540,96,0,5300,3658
9,6541,96,9,5300,3658
9,6542,96,12,5300,3658
9,6543,96,8,5300,3658
9,6544,96,0,5300,3658
9,6545,96,0,5300,3658
9,6546,96,4,5300,3658
9,6547,96,3,5300,3658
9,6548,96,9,5300,3658
9,6549,96,11,5300,3658
9,6550,96,12,5300,3658
9,6551,96,12,5300,3658
9,6552,96,3,5300,3658
9,6553,96,9,5300,3658
9,6554,96,12,5300,3658
9,6555,96,6,5300,3658
9,6556,96,0,5300,3658
9,6557,96,2,5300,3658
9,6558,96,9,5300,3658
9,6559,96,1,5300,3658
9,6560,96,7,5300,3658
9,6561,96,9,5300,3658
9,6562,96,7,5300,3658
9,6563,96,3,5300,3658
9,6564,96,1,5300,3658
9,6565,96,5,5300,3658
9,6566,96,0,5300,3658
9,6567,96,7,5300,3658
9,6568,96,8,5300,3658
9,6569,96,10,5300,3658
9,6570,96,8,5300,3658
9,6571,96,4,5300,3658
9,6572,96,12,5300,3658
9,6573,96,11,5300,3658
9,6574,96,7,5300,3658
9,6575,96,8,5300,3658
9,6576,96,5,5300,3658
9,6577,96,1,5300,3658
9,6578,96,8,5300,3658
9,6579,96,1,5300,3658
9,6580,96,9,5300,3658
9,6581,96,7,5300,3658
9,6582,96,8,5300,3658
9,6583,96,5,5300,3658
9,6584,96,3,5300,3658
9,6585,96,7,5300,3658
9,6586,96,9,5300,3658
9,6587,96,10,5300,3658
9,6588,96,7,5300,3658
9,6589,96,2,5300,3658
9,6590,96,0,5300,3658
9,6591,96,0,5300,3658
9,6592,96,1,5300,3658
9,6593,96,2,5300,3658
9,6594,96,7,5300,3658
9,6595,96,8,5300,3658
9,6596,96,2,5300,3658
9,6597,96,3,5300,3658
9,6598,96,6,5300,3658
9,6599,96,0,5300,3658
9,6600,96,9,5300,3658
9,6601,96,11,5300,3658
9,6602,96,0,5300,3658
9,6603,96,11,5300,3658
9,6604,96,12,5300,3658
9,6605,96,1,5300,3658
9,6606,96,0,5300,3658
9,6607,96,1,5300,3658
9,6608,96,5,5300,3658
9,6609,96,10,5300,3658
9,6610,96,7,5300,3658
9,6611,96,11,5300,3658
9,6612,96,5,5300,3658
9,6613,96,7,5300,3658
9,6614,96,2,5300,3658
9,6615,96,9,5300,3658
9,6616,96,3,5300,3658
9,6617,96,1,5300,3658
9,6618,96,1,5300,3658
9,6619,96,6,5300,3658
9,6620,96,7,5300,3658
9,6621,96,3,5300,3658
9,6622,96,5,5300,3658
9,6623,96,11,5300,3658
9,6624,96,11,5300,3658
9,6625,96,5,5300,3658
9,6626,96,0,5300,3658
9,6627,96,0,5300,3658
9,6628,96,10,5300,3658
9,6629,96,3,5300,3658
9,6630,96,10,5300,3658
9,6631,96,12,5300,3658
9,6632,96,12,5300,3658
9,6633,96,4,5300,3658
9,6634,96,3,5300,3658
9,6635,96,9,5300,3658
9,6636,96,11,5300,3658
9,6637,96,4,5300,3658
9,6638,96,7,5300,3658
9,6639,96,2,5300,3658
9,6640,96,6,5300,3658
9,6641,96,7,5300,3658
9,6642,96,12,5300,3658
9,6643,96,12,5300,3658
9,6644,96,4,5300,3658
9,6645,96,9,5300,3658
9,6646,96,8,5300,3658
9,6647,96,4,5300,3658
9,6648,96,12,5300,3658
9,6649,96,9,5300,3658
9,6650,96,7,5300,3658
9,6651,96,0,5300,3658
9,6652,96,0,5300,3658
9,6653,96,6,5300,3658
9,6654,96,5,5300,3658
9,6655,96,2,5300,3658
9,6656,96,10,5300,3658
9,6657,96,6,5300,3658
9,6658,96,0,5300,3658
9,6659,96,10,5300,3658
9,6660,96,10,5300,3658
9,6661,96,12,5300,3658
9,6662,96,11,5300,3658
9,6663,96,5,5300,3658
9,6664,96,9,5300,3658
9,6665,96,10,5300,3658
9,6666,96,2,5300,3658
9,6667,96,5,5300,3658
9,6668,96,12,5300,3658
9,6669,96,12,5300,3658
9,6670,96,8,5300,3658
9,6671,96,12,5300,3658
9,6672,96,0,5300,3658
9,6673,96,6,5300,3658
9,6674,96,1,5300,3658
9,6675,96,6,5300,3658
9,6676,96,1,5300,3658
9,6677,96,7,5300,3658
9,6678,96,10,5300,3658
9,6679,96,1,5300,3658
9,6680,96,4,5300,3658
9,6681,96,3,5300,3658
9,6682,96,10,5300,3658
9,6683,96,0,5300,3658
9,6684,96,0,5300,3658
9,6685,96,3,5300,3658
9,6686,96,8,5300,3658
9,6687,96,0,5300,3658
9,6688,96,2,5300,3658
9,6689,96,2,5300,3658
9,6690,96,10,5300,3658
9,6691,96,3,5300,3658
9,6692,96,11,5300,3658
9,6693,96,8,5300,3658
9,6694,96,11,5300,3658
9,6695,96,9,5300,3658
9,6696,96,2,5300,3658
9,6697,96,5,5300,3658
9,6698,96,2,5300,3658
9,6699,96,4,5300,3658
9,6700,96,11,5300,3658
9,6701,96,3,5300,3658
9,6702,96,9,5300,3658
9,6703,96,7,5300,3658
9,6704,96,5,5300,3658
9,6705,96,7,5300,3658
9,6706,96,12,5300,3658
9,6707,96,4,5300,3658
9,6708,96,10,5300,3658
9,6709,96,8,5300,3658
9,6710,96,3,5300,3658
9,6711,96,10,5300,3658
9,6712,96,8,5300,3658
9,6713,96,5,5300,3658
9,6714,96,11,5300,3658
9,6715,96,5,5300,3658
9,6716,96,8,5300,3658
9,6717,96,1,5300,3658
9,6718,96,12,5300,3658
9,6719,96,8,5300,3658
9,6720,96,7,5300,3658
9,6721,96,5,5300,3658
9,6722,96,5,5300,3658
9,6723,96,6,5300,3658
9,6724,96,12,5300,3658
9,6725,96,10,5300,3658
9,6726,96,0,5300,3658
9,6727,96,3,5300,3658
9,6728,96,3,5300,3658
9,6729,96,11,5300,3658
9,6730,96,11,5300,3658
9,6731,96,12,5300,3658
9,6732,96,7,5300,3658
9,6733,96,0,5300,3658
9,6734,96,10,5300,3658
9,6735,96,9,5300,3658
9,6736,96,9,5300,3658
9,6737,96,12,5300,3658
9,6738,96,4,5300,3658
9,6739,96,8,5300,3658
9,6740,96,4,5300,3658
9,6741,96,5,5300,3658
9,6742,96,11,5300,3658
9,6743,96,6,5300,3658
9,6744,96,7,5300,3658
9,6745,96,0,5300,3658
9,6746,96,6,5300,3658
9,6747,96,4,5300,3658
9,6748,96,6,5300,3658
9,6749,96,10,5300,3658
9,6750,96,1,5300,3658
9,6751,96,2,5300,3658
9,6752,96,8,5300,3658
9,6753,96,7,5300,3658
9,6754,96,2,5300,3658
9,6755,96,2,5300,3658
9,6756,96,10,5300,3658
9,6757,96,1,5300,3658
9,6758,96,4,5300,3658
9,6759,96,2,5300,3658
9,6760,96,9,5300,3658
9,6761,96,10,5300,3658
9,6762,96,7,5300,3658
9,6763,96,6,5300,3658
9,6764,96,8,5300,3658
9,6765,96,11,5300,3658
9,6766,96,7,5300,3658
9,6767,96,7,5300,3658
9,6768,96,6,5300,3658
9,6769,96,9,5300,3658
9,6770,96,7,5300,3658
9,6771,96,0,5300,3658
9,6772,96,6,5300,3658
9,6773,96,9,5300,3658
9,6774,96,12,5300,3658
9,6775,96,11,5300,3658
9,6776,96,10,5300,3658
9,6777,96,8,5300,3658
9,6778,96,7,5300,3658
9,6779,96,7,5300,3658
9,6780,96,11,5300,3658
9,6781,96,11,5300,3658
9,6782,96,6,5300,3658
9,6783,96,7,5300,3658
9,6784,96,8,5300,3658
9,6785,96,12,5300,3658
9,6786,96,9,5300,3658
9,6787,96,2,5300,3658
9,6788,96,0,5300,3658
9,6789,96,10,5300,3658
9,6790,96,12,5300,3658
9,6791,96,4,5300,3658
9,6792,96,7,5300,3658
9,6793,96,6,5300,3658
9,6794,96,2,5300,3658
9,6795,96,1,5300,3658
9,6796,96,9,5300,3658
9,6797,96,11,5300,3658
9,6798,96,9,5300,3658
9,6799,96,10,5300,3658
9,6800,96,2,5300,3658
9,6801,96,9,5300,3658
9,6802,96,3,5300,3658
9,6803,96,9,5300,3658
9,6804,96,11,5300,3658
9,6805,96,4,5300,3658
9,6806,96,9,5300,3658
9,6807,96,9,5300,3658
9,6808,96,5,5300,3658
9,6809,96,5,5300,3658
9,6810,96,1,5300,3658
9,6811,96,0,5300,3658
9,6812,96,6,5300,3658
9,6813,96,5,5300,3658
9,6814,96,8,5300,3658
9,6815,96,7,5300,3658
9,6816,96,1,5300,3658
9,6817,96,8,5300,3658
9,6818,96,9,5300,3658
9,6819,96,3,5300,3658
9,6820,96,9,5300,3658
9,6821,96,10,5300,3658
9,6822,96,2,5300,3658
9,6823,96,6,5300,3658
9,6824,96,5,5300,3658
9,6825,96,1,5300,3658
9,6826,96,2,5300,3658
9,6827,96,9,5300,3658
9,6828,96,0,5300,3658
9,6829,96,4,5300,3658
9,6830,96,11,5300,3658
9,6831,96,4,5300,3658
9,6832,96,4,5300,3658
9,6833,96,5,5300,3658
9,6834,96,6,5300,3658
9,6835,96,10,5300,3658
9,6836,96,11,5300,3658
9,6837,96,11,5300,3658
9,6838,96,11,5300,3658
9,6839,96,6,5300,3658
9,6840,96,3,5300,3658
9,6841,96,8,5300,3658
9,6842,96,11,5300,3658
9,6843,96,1,5300,3658
9,6844,96,7,5300,3658
9,6845,96,5,5300,3658
9,6846,96,12,5300,3658
9,6847,96,10,5300,3658
9,6848,96,7,5300,3658
9,6849,96,0,5300,3658
9,6850,96,1,5300,3658
9,6851,96,6,5300,3658
9,6852,96,3,5300,3658
9,6853,96,6,5300,3658
9,6854,96,8,5300,3658
9,6855,96,0,5300,3658
9,6856,96,0,5300,3658
9,6857,96,5,5300,3658
9,6858,96,0,5300,3658
9,6859,96,7,5300,3658
9,6860,96,11,5300,3658
9,6861,96,4,5300,3658
9,6862,96,0,5300,3658
9,6863,96,8,5300,3658
9,6864,96,4,5300,3658
9,6865,96,7,5300,3658
9,6866,96,0,5300,3658
9,6867,96,2,5300,3658
9,6868,96,12,5300,3658
9,6869,96,2,5300,3658
9,6870,96,11,5300,3658
9,6871,96,4,5300,3658
9,6872,96,5,5300,3658
9,6873,96,11,5300,3658
9,6874,96,11,5300,3658
9,6875,96,1,5300,3658
9,6876,96,4,5300,3658
9,6877,96,3,5300,3658
9,6878,96,11,5300,3658
9,6879,96,3,5300,3658
9,6880,96,8,5300,3658
9,6881,96,9,5300,3658
9,6882,96,9,5300,3658
9,6883,96,7,5300,3658
9,6884,96,7,5300,3658
9,6885,96,5,5300,3658
9,6886,96,5,5300,3658
9,6887,96,4,5300,3658
9,6888,96,9,5300,3658
9,6889,96,8,5300,3658
9,6890,96,6,5300,3658
9,6891,96,1,5300,3658
9,6892,96,0,5300,3658
9,6893,96,4,5300,3658
9,6894,96,8,5300,3658
9,6895,96,4,5300,3658
9,6896,96,0,5300,3658
9,6897,96,2,5300,3658
9,6898,96,11,5300,3658
9,6899,96,1,5300,3658
9,6900,96,1,5300,3658
9,6901,96,0,5300,3658
9,6902,96,5,5300,3658
9,6903,96,11,5300,3658
9,6904,96,0,5300,3658
9,6905,96,2,5300,3658
9,6906,96,2,5300,3658
9,6907,96,1,5300,3658
9,6908,96,3,5300,3658
9,6909,96,0,5300,3658
9,6910,96,3,5300,3658
9,6911,96,11,5300,3658
9,6912,96,3,5300,3658
9,6913,96,4,5300,3658
9,6914,96,11,5300,3658
9,6915,96,9,5300,3658
9,6916,96,0,5300,3658
9,6917,96,12,5300,3658
9,6918,96,9,5300,3658
9,6919,96,3,5300,3658
9,6920,96,11,5300,3658
9,6921,96,0,5300,3658
9,6922,96,0,5300,3658
9,6923,96,6,5300,3658
9,6924,96,10,5300,3658
9,6925,96,6,5300,3658
9,6926,96,1,5300,3658
9,6927,96,12,5300,3658
9,6928,96,7,5300,3658
9,6929,96,3,5300,3658
9,6930,96,3,5300,3658
9,6931,96,12,5300,3658
9,6932,96,8,5300,3658
9,6933,96,9,5300,3658
9,6934,96,1,5300,3658
9,6935,96,9,5300,3658
9,6936,96,0,5300,3658
9,6937,96,7,5300,3658
9,6938,96,2,5300,3658
9,6939,96,4,5300,3658
9,6940,96,10,5300,3658
9,6941,96,5,5300,3658
9,6942,96,12,5300,3658
9,6943,96,3,5300,3658
9,6944,96,8,5300,3658
9,6945,96,0,5300,3658
9,6946,96,9,5300,3658
9,6947,96,11,5300,3658
9,6948,96,12,5300,3658
9,6949,96,11,5300,3658
9,6950,96,5,5300,3658
9,6951,96,1,5300,3658
9,6952,96,10,5300,3658
9,6953,96,5,5300,3658
9,6954,96,12,5300,3658
9,6955,96,3,5300,3658
9,6956,96,2,5300,3658
9,6957,96,5,5300,3658
9,6958,96,4,5300,3658
9,6959,96,0,5300,3658
9,6960,96,2,5300,3658
9,6961,96,7,5300,3658
9,6962,96,5,5300,3658
9,6963,96,4,5300,3658
9,6964,96,11,5300,3658
9,6965,96,10,5300,3658
9,6966,96,8,5300,3658
9,6967,96,6,5300,3658
9,6968,96,8,5300,3658
9,6969,96,3,5300,3658
9,6970,96,1,5300,3658
9,6971,96,11,5300,3658
9,6972,96,3,5300,3658
9,6973,96,9,5300,3658
9,6974,96,4,5300,3658
9,6975,96,11,5300,3658
9,6976,96,8,5300,3658
9,6977,96,8,5300,3658
9,6978,96,10,5300,3658
9,6979,96,7,5300,3658
9,6980,96,11,5300,3658
9,6981,96,1,5300,3658
9,6982,96,4,5300,3658
9,6983,96,11,5300,3658
9,6984,96,5,5300,3658
9,6985,96,10,5300,3658
9,6986,96,6,5300,3658
9,6987,96,3,5300,3658
9,6988,96,9,5300,3658
9,6989,96,8,5300,3658
9,6990,96,6,5300,3658
9,6991,96,11,5300,3658
9,6992,96,7,5300,3658
9,6993,96,4,5300,3658
9,6994,96,11,5300,3658
9,6995,96,11,5300,3658
9,6996,96,6,5300,3658
9,6997,96,4,5300,3658
9,6998,96,3,5300,3658
9,6999,96,2,5300,3658
9,7000,96,10,5300,3658
10,5001,96,11,5300,3658
10,5002,96,4,5300,3658
10,5003,96,1,5300,3658
10,5004,96,0,5300,3658
10,5005,96,0,5300,3658
10,5006,96,0,5300,3658
10,5007,96,9,5300,3658
10,5008,96,6,5300,3658
10,5009,96,8,5300,3658
10,5010,96,3,5300,3658
10,5011,96,3,5300,3658
10,5012,96,4,5300,3658
